Batch,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Collected on,2021/05/17 14:10:44,Analysis Instrument,PS019,Acquisition Software,Stable 1.71.5,Reanalyzed  on,2021/05/17 15:09:51,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13670 30-RJS-5166.25F.txt,30-RJS-5166.25F,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 21:12:23,419,23,3.0416e-08,7.259264E-11,CF,3.326,3.106e-02,0,3.0369e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,4.1209e-08,1.0579e-07,2.9212e-08,5.3799e-08,5.3765e-08,5.3619e-08,0.96,2021/05/18 21:11:25,-29.12,8397,8446,3.1060e-02,46.003,20,8,20,20,0.000,-2.7112e-13,-1.2587e-13,-1.3797e-13,-6.1551e-14,6.9094e-14,7.3493e-12,28.00,28.00,72.44,-1.95e02,-1.73e02,72.44,0.00,72.44,72.44,2021/05/18 20:14:58,2021/05/18 20:52:48,76,2.28464e-08,0.000,0,63,1.60580e-08,6.81214e-10,0,60,1.20327e-02,2.61620e-07,0,60,4.2739e-03,1.6335e-07,0,60,5.0116e-05,6.6604e-09,0,60,4.8886e-06,7.3580e-09,0,60,2.2922e-07,1.6947e-08,0,60,1.1965e-02,2.1688e-07,0,63,4.2020e-03,1.1433e-07,0,63,4.8982e-05,5.6289e-09,0,63,4.7014e-06,5.3067e-09,0,63,1.7929e-07,1.1805e-08,0,63,5.6931,0.0041,0,60,17.0995,0.0112,0,60,23.1581,0.0279,0,60,39.8026,0.3978,0,60,240.0087,11.5326,0,60,2.5786,0.0040,0,60,11.1043,0.0111,0,60,0.3576,0.0352,0,60,5.1346,0.4025,0,60,192.1298,11.1131,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13671 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 22:34:28,390,24,1.3265e-07,3.401265E-10,CF,20.080,3.106e-02,1,3.1060e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0757e-08,1.0618e-07,5.5859e-08,5.6109e-08,5.6083e-08,5.5906e-08,0.96,2021/05/18 22:33:43,0.32,6702,8446,3.1060e-02,46.005,20,8,20,20,0.000,-2.6487e-13,-1.2322e-13,-1.3494e-13,-5.7973e-14,7.4369e-14,7.5075e-12,20.00,20.00,71.91,-1.95e02,-1.66e02,71.91,0.00,71.91,71.91,2021/05/18 21:36:34,2021/05/18 22:15:27,78,3.71650e-08,0.000,0,63,3.68224e-08,1.08242e-09,0,60,1.18827e-02,1.24935e-07,0,60,4.1815e-03,4.7033e-08,0,60,4.8316e-05,4.5801e-09,0,60,4.6306e-06,3.4706e-09,0,60,1.2856e-07,6.5928e-09,0,60,1.1967e-02,1.2321e-07,0,63,4.2029e-03,4.8423e-08,0,63,4.8944e-05,4.4587e-09,0,63,4.6779e-06,3.3306e-09,0,63,1.3022e-07,6.3917e-09,0,63,-7.0205,0.0010,0,60,-5.0817,0.0013,0,60,-12.8317,0.0111,0,60,-10.1240,0.0777,0,60,-15.9485,2.8766,0,60,-10.1850,0.0010,0,60,-10.9417,0.0013,0,60,-0.6400,0.0111,0,60,0.0136,0.0784,0,60,1.4375,2.9269,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13672 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/18 23:56:33,412,25,1.3909e-07,3.375906E-10,CF,21.179,3.106e-02,1,3.0369e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0121e-08,1.0594e-07,5.8683e-08,5.8932e-08,5.8923e-08,5.8730e-08,0.96,2021/05/18 23:55:48,0.33,6397,8446,3.1060e-02,46.005,20,8,20,20,0.000,-2.5941e-13,-1.2062e-13,-1.3205e-13,-5.3991e-14,8.0806e-14,7.7999e-12,20.00,21.00,71.91,-1.95e02,-1.58e02,71.91,0.00,71.91,71.91,2021/05/18 22:58:05,2021/05/18 23:37:38,79,3.88282e-08,0.000,0,63,3.84912e-08,1.14557e-09,0,60,1.20246e-02,1.09296e-07,0,60,4.2512e-03,4.0950e-08,0,60,4.9680e-05,2.1935e-09,0,60,4.7542e-06,1.0456e-09,0,60,7.0256e-08,1.0242e-09,0,60,1.1967e-02,1.0058e-07,0,63,4.2029e-03,3.6659e-08,0,63,4.8915e-05,2.2933e-09,0,63,4.6491e-06,1.0180e-09,0,63,7.1351e-08,1.0677e-09,0,63,4.8457,0.0011,0,60,11.4980,0.0018,0,60,15.6308,0.0127,0,60,22.6140,0.0642,0,60,-12.0645,4.1295,0,60,1.8697,0.0011,0,60,5.5318,0.0018,0,60,-0.7228,0.0124,0,60,-0.5025,0.0628,0,60,-38.9871,4.0167,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13673 23-RJS-5281.9.txt,23-RJS-5281.9,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 01:18:47,431,26,1.0672e-07,2.476087E-10,CF,16.571,3.106e-02,1,2.9034e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9467e-08,1.0558e-07,4.5785e-08,4.6031e-08,4.6027e-08,4.5874e-08,0.96,2021/05/19 01:18:01,0.33,7531,8446,3.1060e-02,46.005,20,8,20,20,0.000,-2.5773e-13,-1.1994e-13,-1.3131e-13,-5.4368e-14,7.8338e-14,7.6398e-12,19.00,20.00,71.91,-1.95e02,-1.59e02,71.91,0.00,71.91,71.91,2021/05/19 00:20:24,2021/05/19 00:59:43,78,3.12031e-08,0.000,0,63,3.09117e-08,8.60737e-10,0,60,1.20238e-02,1.19176e-07,0,60,4.2663e-03,5.9040e-08,0,60,4.9852e-05,5.1106e-09,0,60,4.7669e-06,4.6555e-09,0,60,8.0781e-09,1.1306e-08,0,60,1.1966e-02,1.1009e-07,0,63,4.2026e-03,4.8192e-08,0,63,4.8897e-05,4.7105e-09,0,63,4.6269e-06,4.5315e-09,0,63,9.2369e-09,1.0863e-08,0,63,4.8554,0.0010,0,60,15.1686,0.0025,0,60,19.5331,0.0119,0,60,30.2280,0.0836,0,60,-8.1087,16.7659,0,60,1.7535,0.0011,0,60,9.1846,0.0025,0,60,-0.4628,0.0107,0,60,-0.3292,0.0820,0,60,-41.9993,16.1936,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13674 23-RJS-5534.9.txt,23-RJS-5534.9,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 02:39:58,407,27,4.2392e-08,1.04157E-10,CF,5.768,3.249e-02,0,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8946e-08,1.0582e-07,4.0689e-08,4.1057e-08,4.1046e-08,4.1269e-08,0.96,2021/05/19 02:39:12,-0.54,8111,8446,3.2488e-02,46.005,20,8,20,20,0.000,-2.7073e-13,-1.2555e-13,-1.3739e-13,-6.1149e-14,6.9523e-14,7.4449e-12,29.00,28.00,71.91,-1.95e02,-1.75e02,71.91,0.00,71.91,71.91,2021/05/19 01:42:19,2021/05/19 02:21:57,79,2.27251e-08,0.000,0,63,2.16247e-08,9.88105e-10,0,60,1.20233e-02,2.19618e-07,0,60,4.2621e-03,1.4043e-07,0,60,4.9615e-05,2.2625e-08,0,60,4.5813e-06,1.9911e-08,0,60,-3.7794e-07,4.3647e-08,0,60,1.1965e-02,1.9514e-07,0,63,4.2024e-03,1.1161e-07,0,63,4.8722e-05,1.9627e-08,0,63,4.4622e-06,1.7592e-08,0,63,-3.4422e-07,3.8764e-08,0,63,4.8416,0.0019,0,60,14.2171,0.0061,0,60,18.3191,0.0497,0,60,26.5455,0.3908,0,60,85.7774,12.0068,0,60,1.7717,0.0019,0,60,8.2378,0.0060,0,60,-0.7173,0.0424,0,60,-2.0328,0.3703,0,60,50.6318,11.6196,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13675 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 04:02:24,441,28,1.5555e-07,3.527102E-10,CF,23.224,3.249e-02,1,3.2488e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8626e-08,1.0564e-07,6.4969e-08,6.5247e-08,6.5217e-08,6.5004e-08,0.96,2021/05/19 04:01:39,0.33,5807,8444,3.2488e-02,46.009,20,8,20,20,0.000,-2.8777e-13,-1.3327e-13,-1.4598e-13,-6.7331e-14,6.5607e-14,7.7587e-12,21.00,21.00,71.91,-1.95e02,-1.64e02,71.91,0.00,71.91,71.91,2021/05/19 03:04:40,2021/05/19 03:43:06,77,4.23786e-08,0.000,0,63,4.20627e-08,1.28810e-09,0,60,1.19123e-02,7.22317e-08,0,60,4.2239e-03,2.3963e-08,0,60,4.8833e-05,2.4348e-09,0,60,4.6380e-06,3.4398e-09,0,60,-3.7423e-08,8.4500e-09,0,60,1.1969e-02,7.2467e-08,0,63,4.2044e-03,2.4013e-08,0,63,4.8866e-05,2.4038e-09,0,63,4.5965e-06,3.3175e-09,0,63,-3.3464e-08,8.0543e-09,0,63,-4.7610,0.0007,0,60,4.6314,0.0011,0,60,-0.6652,0.0115,0,60,9.0138,0.0554,0,60,54.9343,33.6988,0,60,-8.1172,0.0008,0,60,-1.2806,0.0011,0,60,-0.2949,0.0120,0,60,-0.2680,0.0551,0,60,50.7059,33.5635,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13676 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 05:24:41,412,29,3.5415e-08,8.595802E-11,CF,4.547,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,3.7946e-08,1.0605e-07,3.3986e-08,4.1057e-08,4.1046e-08,4.1269e-08,0.96,2021/05/19 05:23:44,-11.48,8397,8449,3.2488e-02,46.009,20,8,20,20,0.000,-2.9591e-13,-1.3702e-13,-1.5011e-13,-7.3060e-14,5.5593e-14,7.3403e-12,28.00,28.00,71.91,-1.95e02,-1.59e02,71.91,0.00,71.91,71.91,2021/05/19 04:26:03,2021/05/19 05:05:33,79,2.12649e-08,0.000,0,63,1.81180e-08,7.91381e-10,0,60,1.18818e-02,2.14463e-07,0,60,4.1818e-03,1.3731e-07,0,60,4.8219e-05,1.0518e-08,0,60,4.5239e-06,8.9011e-09,0,60,-9.9681e-08,1.6878e-08,0,60,1.1967e-02,1.9524e-07,0,63,4.2030e-03,1.2100e-07,0,63,4.8861e-05,8.0652e-09,0,63,4.5828e-06,6.8714e-09,0,63,-7.1304e-08,1.3629e-08,0,63,-7.0906,0.0018,0,60,-5.0606,0.0040,0,60,-13.1472,0.0522,0,60,-12.9256,0.4708,0,60,314.6148,143.8356,0,60,-10.2603,0.0018,0,60,-10.9206,0.0039,0,60,-0.9075,0.0483,0,60,-2.8592,0.4695,0,60,337.8986,146.3791,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13677 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 06:45:28,509,30,6.9315e-08,1.361796E-10,CF,10.986,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7599e-08,1.0605e-07,6.6546e-08,6.7166e-08,6.7144e-08,6.7302e-08,0.96,2021/05/19 06:44:42,-0.23,5612,8448,3.2488e-02,46.009,20,8,20,20,0.000,-3.0154e-13,-1.3965e-13,-1.5301e-13,-7.4417e-14,5.7310e-14,7.6407e-12,31.00,30.00,71.91,-1.95e02,-1.57e02,71.91,0.00,71.91,71.91,2021/05/19 05:48:17,2021/05/19 06:27:51,79,3.41455e-08,0.000,0,63,3.26661e-08,1.67347e-09,0,60,1.18832e-02,1.96804e-07,0,60,4.1825e-03,9.1657e-08,0,60,4.8288e-05,1.2308e-09,0,60,4.5873e-06,4.5515e-10,0,60,4.2018e-08,1.4082e-09,0,60,1.1969e-02,1.8040e-07,0,63,4.2044e-03,8.4137e-08,0,63,4.8920e-05,1.4398e-09,0,63,4.6356e-06,4.0681e-10,0,63,4.6114e-08,1.2398e-09,0,63,-7.1827,0.0014,0,60,-5.2080,0.0019,0,60,-12.9152,0.0167,0,60,-10.4215,0.0870,0,60,-98.9855,10.8998,0,60,-10.3533,0.0014,0,60,-11.0671,0.0019,0,60,-0.4313,0.0156,0,60,-0.0330,0.0876,0,60,-82.6793,11.0953,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13678 23-RJS-5607.txt,23-RJS-5607,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 08:14:23,480,31,1.7206e-07,3.58465E-10,CF,25.787,3.398e-02,1,3.2488e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2912e-08,1.0584e-07,7.1538e-08,7.1769e-08,7.1719e-08,7.1521e-08,0.96,2021/05/19 08:13:37,0.28,5857,8448,3.3983e-02,46.009,20,8,20,20,0.000,-3.0163e-13,-1.3990e-13,-1.5346e-13,-7.2398e-14,6.1262e-14,7.9832e-12,21.00,22.00,71.91,-1.95e02,-1.64e02,71.91,0.00,71.91,71.91,2021/05/19 07:10:33,2021/05/19 07:48:37,76,4.60303e-08,0.000,0,63,4.56987e-08,1.43757e-09,0,60,1.20175e-02,8.89032e-08,0,60,4.2626e-03,2.5722e-08,0,60,4.9748e-05,1.2612e-09,0,60,4.7588e-06,6.7749e-10,0,60,3.9005e-08,2.3634e-09,0,60,1.1971e-02,8.4336e-08,0,63,4.2052e-03,1.8713e-08,0,63,4.8912e-05,1.3182e-09,0,63,4.6332e-06,6.7465e-10,0,63,3.9961e-08,2.1728e-09,0,63,3.9080,0.0008,0,60,13.6615,0.0020,0,60,17.0763,0.0105,0,60,27.0967,0.0450,0,60,-81.1190,29.0528,0,60,0.7972,0.0008,0,60,7.6869,0.0020,0,60,-0.4415,0.0102,0,60,-0.4019,0.0437,0,60,-109.0277,28.1697,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13679 26-RJS-5471.8.txt,26-RJS-5471.8,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 09:34:50,418,32,9.4192e-08,2.253393E-10,CF,14.587,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2104e-08,1.0599e-07,9.0365e-08,9.1074e-08,9.0976e-08,9.0804e-08,0.96,2021/05/19 09:34:04,0.19,4942,8448,3.2488e-02,46.011,20,8,20,20,0.000,-3.0400e-13,-1.4086e-13,-1.5442e-13,-7.1257e-14,6.6215e-14,8.4087e-12,32.00,32.00,71.91,-1.95e02,-1.74e02,71.91,0.00,71.91,71.91,2021/05/19 08:38:16,2021/05/19 09:17:32,79,4.34226e-08,0.000,0,63,4.17553e-08,2.30555e-09,0,60,1.20283e-02,2.25924e-07,0,60,4.2694e-03,1.0385e-07,0,60,4.9897e-05,1.8276e-09,0,60,4.7836e-06,4.1195e-10,0,60,5.7411e-08,6.5779e-10,0,60,1.1971e-02,2.0847e-07,0,63,4.2052e-03,8.6134e-08,0,63,4.8938e-05,3.8757e-09,0,63,4.6420e-06,4.3224e-10,0,63,5.8837e-08,1.0370e-09,0,63,4.8242,0.0017,0,60,15.2487,0.0043,0,60,19.5981,0.0569,0,60,30.4840,0.0623,0,60,-19.8986,11.9584,0,60,1.7176,0.0016,0,60,9.2644,0.0043,0,60,-0.4448,0.0532,0,60,-0.2385,0.0606,0,60,-53.5050,11.5458,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13680 26-RJS-5475.6.txt,26-RJS-5475.6,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 10:56:44,449,33,5.0008e-08,1.11377E-10,CF,7.202,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1429e-08,1.0557e-07,4.7997e-08,4.8532e-08,4.8466e-08,4.8736e-08,0.96,2021/05/19 10:55:59,-0.55,7534,8448,3.2488e-02,46.007,20,8,20,20,0.000,-3.0400e-13,-1.4093e-13,-1.5436e-13,-7.5374e-14,5.5397e-14,7.6917e-12,30.00,29.00,71.91,-1.95e02,-1.65e02,71.91,0.00,71.91,71.91,2021/05/19 10:00:13,2021/05/19 10:37:59,75,2.61327e-08,0.000,0,63,2.49178e-08,1.18336e-09,0,60,1.20300e-02,2.26724e-07,0,60,4.2758e-03,1.3634e-07,0,60,5.0014e-05,1.1217e-09,0,60,4.8144e-06,6.9865e-10,0,60,8.3822e-08,1.6584e-09,0,60,1.1969e-02,2.0327e-07,0,63,4.2042e-03,1.0705e-07,0,63,4.8954e-05,3.5165e-09,0,63,4.6563e-06,6.8942e-10,0,63,8.4751e-08,2.2116e-09,0,63,5.1310,0.0018,0,60,17.0066,0.0061,0,60,21.6345,0.0623,0,60,33.9300,0.1133,0,60,-5.9785,9.5432,0,60,1.9837,0.0017,0,60,11.0131,0.0061,0,60,-0.4666,0.0579,0,60,-0.3600,0.1058,0,60,-43.6330,9.1792,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13681 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/17 14:10:44,2021/05/19 12:19:32,457,34,3.1362e-08,6.862611E-11,CF,3.418,3.249e-02,0,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,4.0906e-08,1.0603e-07,3.0104e-08,9.1074e-08,9.0976e-08,9.0804e-08,0.96,2021/05/19 12:18:35,-27.35,8398,8448,3.2488e-02,46.007,20,8,20,20,0.000,-3.0463e-13,-1.4130e-13,-1.5482e-13,-7.7711e-14,5.0086e-14,7.2885e-12,28.00,28.00,71.91,-1.95e02,-1.59e02,71.91,0.00,71.91,71.91,2021/05/19 11:21:39,2021/05/19 11:59:53,76,2.26485e-08,0.000,0,63,1.62541e-08,6.93948e-10,0,60,1.20250e-02,2.28995e-07,0,60,4.2521e-03,1.5344e-07,0,60,4.9709e-05,2.0379e-09,0,60,4.7495e-06,9.1405e-10,0,60,4.4785e-08,1.5231e-09,0,60,1.1968e-02,1.8971e-07,0,63,4.2038e-03,1.0869e-07,0,63,4.8937e-05,8.6064e-10,0,63,4.6419e-06,4.9751e-10,0,63,5.1024e-08,1.0240e-09,0,63,4.7881,0.0032,0,60,11.4983,0.0103,0,60,15.7873,0.0377,0,60,23.1778,0.1629,0,60,-127.8874,17.7940,0,60,1.8084,0.0031,0,60,5.5322,0.0102,0,60,-0.5101,0.0266,0,60,0.0478,0.1473,0,60,-151.6115,17.3037,0,60,
