Batch,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Collected on,2021/05/17 14:10:44,Analysis Instrument,PS019,Acquisition Software,Stable 1.71.5,Reanalyzed  on,2021/05/17 15:09:51,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13684 NO-08.txt,NO-08,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 17:27:47,451,38,1.5299e-07,3.392339E-10,CF,23.651,3.177e-02,1,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9295e-08,1.0575e-07,6.4242e-08,6.4518e-08,6.4472e-08,6.4287e-08,0.96,2021/05/19 17:27:01,0.29,5926,8446,3.1766e-02,46.011,20,8,20,20,0.000,-2.9435e-13,-1.3690e-13,-1.4946e-13,-7.2046e-14,5.7435e-14,7.4449e-12,21.00,21.00,71.93,-1.95e02,-1.68e02,71.93,0.01,71.86,71.93,2021/05/19 16:29:12,2021/05/19 17:09:02,81,4.19801e-08,0.000,0,63,4.17062e-08,1.27360e-09,0,60,1.20130e-02,8.74690e-08,0,60,4.2352e-03,2.8070e-08,0,60,4.9426e-05,1.6878e-09,0,60,4.7095e-06,4.2249e-10,0,60,4.9862e-08,9.3334e-10,0,60,1.1970e-02,8.3864e-08,0,63,4.2047e-03,2.5232e-08,0,63,4.8914e-05,1.6273e-09,0,63,4.6431e-06,4.1434e-10,0,63,5.1506e-08,7.9310e-10,0,63,3.6042,0.0008,0,60,7.2580,0.0016,0,60,10.4627,0.0123,0,60,14.3018,0.0666,0,60,-33.4969,6.8035,0,60,0.6948,0.0009,0,60,1.3150,0.0016,0,60,-0.4164,0.0125,0,60,-0.2630,0.0659,0,60,-50.7877,6.6808,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13685 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 18:50:00,407,39,1.2900e-07,3.169608E-10,CF,20.142,3.106e-02,1,3.0369e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8613e-08,1.0584e-07,5.4532e-08,5.4779e-08,5.4737e-08,5.4581e-08,0.96,2021/05/19 18:49:15,0.29,6553,8446,3.1060e-02,46.011,20,8,20,20,0.000,-2.9579e-13,-1.3730e-13,-1.5039e-13,-7.1831e-14,5.9223e-14,7.5764e-12,20.00,20.00,71.93,-1.95e02,-1.73e02,71.93,0.00,71.93,71.93,2021/05/19 17:51:45,2021/05/19 18:30:55,79,3.63907e-08,0.000,0,63,3.61039e-08,1.05410e-09,0,60,1.18855e-02,9.57709e-08,0,60,4.1833e-03,3.8704e-08,0,60,4.8295e-05,8.2736e-10,0,60,4.5871e-06,6.0337e-10,0,60,3.5957e-08,2.0363e-09,0,60,1.1970e-02,1.0117e-07,0,63,4.2046e-03,3.9828e-08,0,63,4.8925e-05,1.0151e-09,0,63,4.6342e-06,6.0768e-10,0,63,4.0191e-08,1.8399e-09,0,63,-7.0192,0.0011,0,60,-5.0611,0.0014,0,60,-12.8847,0.0121,0,60,-10.1649,0.0781,0,60,-140.0475,18.1869,0,60,-10.1844,0.0011,0,60,-10.9212,0.0014,0,60,-0.7153,0.0123,0,60,-0.0691,0.0786,0,60,-124.8894,18.5082,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13686 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 20:12:19,422,40,1.4377e-07,3.40689E-10,CF,22.186,3.106e-02,1,3.0369e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8010e-08,1.0574e-07,6.0245e-08,6.0513e-08,6.0496e-08,6.0300e-08,0.96,2021/05/19 20:11:34,0.33,6054,8444,3.1060e-02,46.011,20,8,20,20,0.000,-2.9751e-13,-1.3824e-13,-1.5118e-13,-7.1670e-14,5.9867e-14,7.7301e-12,20.00,21.00,71.93,-1.95e02,-1.58e02,71.93,0.00,71.93,71.93,2021/05/19 19:13:43,2021/05/19 19:53:09,79,3.96977e-08,0.000,0,63,3.94059e-08,1.18245e-09,0,60,1.20280e-02,1.02535e-07,0,60,4.2532e-03,3.9837e-08,0,60,4.9702e-05,2.2366e-09,0,60,4.7565e-06,1.1691e-09,0,60,7.0771e-08,1.2948e-09,0,60,1.1970e-02,9.3473e-08,0,63,4.2049e-03,3.1712e-08,0,63,4.9676e-05,7.2866e-07,0,63,4.6654e-06,1.4151e-08,0,63,3.1062e-07,2.3484e-07,0,63,4.8460,0.0012,0,60,11.4843,0.0025,0,60,4.6208,7.5887,0,60,19.6596,2.0773,0,60,-71.5723,24.7096,0,60,1.8705,0.0012,0,60,5.5182,0.0024,0,60,-11.5434,7.4655,0,60,-3.3635,2.0286,0,60,-96.8542,24.0359,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13687 NO-43.txt,NO-43,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 21:41:26,427,41,1.3701e-07,3.208579E-10,CF,20.843,3.249e-02,1,3.0369e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1218e-08,1.0574e-07,5.7735e-08,5.7976e-08,5.7953e-08,5.7767e-08,0.96,2021/05/19 21:40:41,0.32,6603,8449,3.2488e-02,46.007,20,8,20,20,0.000,-2.9613e-13,-1.3758e-13,-1.5050e-13,-7.1588e-14,5.9778e-14,7.6693e-12,20.00,21.00,71.93,-1.95e02,-1.59e02,71.93,0.00,71.93,71.93,2021/05/19 20:35:49,2021/05/19 21:15:29,80,3.82290e-08,0.000,0,63,3.79500e-08,1.12575e-09,0,60,1.20166e-02,1.02392e-07,0,60,4.2330e-03,4.1369e-08,0,60,4.9440e-05,2.0773e-09,0,60,4.7117e-06,9.9729e-10,0,60,7.4485e-08,1.3268e-09,0,60,1.1970e-02,9.7793e-08,0,63,4.2047e-03,3.7478e-08,0,63,4.8936e-05,1.9825e-09,0,63,4.6502e-06,9.3515e-10,0,63,7.6728e-08,1.3676e-09,0,63,3.9184,0.0009,0,60,6.7402,0.0016,0,60,10.2863,0.0130,0,60,13.2025,0.0637,0,60,-28.1902,3.5267,0,60,1.0471,0.0009,0,60,0.7991,0.0016,0,60,-0.4074,0.0129,0,60,-0.3191,0.0626,0,60,-44.9275,3.4658,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13688 26-RJS-5497.txt,26-RJS-5497,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/19 23:01:51,462,42,1.0062e-07,2.177911E-10,CF,16.022,3.106e-02,0,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0612e-08,1.0561e-07,9.6594e-08,9.7242e-08,9.7136e-08,9.7246e-08,0.96,2021/05/19 23:01:06,-0.11,4612,8449,3.1060e-02,46.011,20,8,20,20,0.000,-2.9669e-13,-1.3780e-13,-1.5078e-13,-6.7808e-14,6.8522e-14,8.3765e-12,33.00,32.00,71.93,-1.95e02,-1.68e02,71.93,0.00,71.93,71.93,2021/05/19 22:05:01,2021/05/19 22:44:36,79,4.58341e-08,0.000,0,63,4.39607e-08,2.47144e-09,0,60,1.20334e-02,2.38330e-07,0,60,4.2724e-03,1.1419e-07,0,60,4.9951e-05,1.4431e-09,0,60,4.7862e-06,5.9268e-10,0,60,4.2708e-08,1.8620e-09,0,60,1.1970e-02,2.2344e-07,0,63,4.2051e-03,9.6194e-08,0,63,4.8930e-05,2.1351e-09,0,63,4.6372e-06,5.6291e-10,0,63,4.4953e-08,1.6231e-09,0,63,5.2710,0.0015,0,60,16.0174,0.0047,0,60,20.8596,0.0281,0,60,32.1139,0.0702,0,60,-74.5011,19.0789,0,60,2.1667,0.0015,0,60,10.0284,0.0047,0,60,-0.4113,0.0253,0,60,-0.1720,0.0685,0,60,-107.9908,18.3850,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13689 FRAC_1-29RA.txt,FRAC_1-29RA,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/20 00:25:20,435,43,1.4236e-07,3.272599E-10,CF,21.332,3.106e-02,1,3.1060e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9981e-08,1.0556e-07,5.9856e-08,6.0114e-08,6.0089e-08,5.9904e-08,0.96,2021/05/20 00:24:34,0.31,6291,8448,3.1060e-02,46.009,20,8,20,20,0.000,-2.9752e-13,-1.3822e-13,-1.5112e-13,-7.1642e-14,6.1369e-14,7.8258e-12,20.00,21.00,71.93,-1.95e02,-1.76e02,71.93,0.00,71.93,71.93,2021/05/19 23:27:16,2021/05/20 00:05:01,75,3.94552e-08,0.000,0,63,3.91636e-08,1.17276e-09,0,60,1.20290e-02,1.01913e-07,0,60,4.2696e-03,4.0388e-08,0,60,4.9909e-05,2.7025e-09,0,60,4.7959e-06,1.6569e-09,0,60,8.6589e-08,2.7817e-09,0,60,1.1970e-02,9.8286e-08,0,63,4.2049e-03,3.5692e-08,0,63,4.8938e-05,2.8188e-09,0,63,4.6540e-06,1.5793e-09,0,63,8.6456e-08,2.7634e-09,0,63,4.9414,0.0014,0,60,15.3752,0.0020,0,60,19.8455,0.0137,0,60,30.4867,0.0736,0,60,3.9122,3.3315,0,60,1.8380,0.0015,0,60,9.3900,0.0020,0,60,-0.4450,0.0129,0,60,-0.4850,0.0714,0,60,-30.8656,3.2165,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13690 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/20 01:47:15,447,44,1.6775e-07,3.752834E-10,CF,25.360,3.106e-02,1,3.1060e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9267e-08,1.0593e-07,6.9857e-08,7.0085e-08,7.0063e-08,6.9832e-08,0.96,2021/05/20 01:46:30,0.33,5596,8448,3.1060e-02,46.009,20,8,20,20,0.000,-2.9486e-13,-1.3728e-13,-1.5000e-13,-6.8843e-14,6.5321e-14,8.0708e-12,21.00,21.00,71.93,-1.95e02,-1.59e02,71.93,0.00,71.93,71.93,2021/05/20 00:48:54,2021/05/20 01:28:30,79,4.51164e-08,0.000,0,63,4.48180e-08,1.40026e-09,0,60,1.18843e-02,8.06005e-08,0,60,4.1828e-03,2.5299e-08,0,60,4.8299e-05,3.1483e-09,0,60,4.6088e-06,1.6370e-09,0,60,8.2638e-08,2.3222e-09,0,60,1.1970e-02,8.4831e-08,0,63,4.2048e-03,2.8350e-08,0,63,4.8934e-05,3.1990e-09,0,63,4.6572e-06,1.6097e-09,0,63,8.4772e-08,2.2626e-09,0,63,-7.1611,0.0016,0,60,-5.2266,0.0026,0,60,-12.9665,0.0126,0,60,-10.3873,0.0536,0,60,-26.6617,2.8712,0,60,-10.3296,0.0017,0,60,-11.0856,0.0026,0,60,-0.4873,0.0133,0,60,0.0390,0.0541,0,60,-9.0318,2.9223,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13691 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/20 03:09:34,400,45,1.3633e-07,3.408203E-10,CF,20.782,3.106e-02,1,2.9694e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8560e-08,1.0562e-07,5.7309e-08,5.7558e-08,5.7518e-08,5.7393e-08,0.96,2021/05/20 03:08:49,0.22,6328,8447,3.1060e-02,46.009,20,8,20,20,0.000,-2.9354e-13,-1.3647e-13,-1.4919e-13,-6.9535e-14,6.5965e-14,7.8401e-12,20.00,21.00,71.93,-1.95e02,-1.58e02,71.93,0.00,71.93,71.93,2021/05/20 02:11:11,2021/05/20 02:50:25,78,3.79938e-08,0.000,0,63,3.76989e-08,1.11448e-09,0,60,1.20241e-02,1.19715e-07,0,60,4.2553e-03,5.3409e-08,0,60,4.9723e-05,1.5337e-09,0,60,4.7543e-06,6.7990e-10,0,60,5.5145e-08,6.0600e-10,0,60,1.1969e-02,1.0599e-07,0,63,4.2046e-03,6.6281e-08,0,63,4.8968e-05,4.0559e-08,0,63,4.6444e-06,1.0715e-09,0,63,6.9862e-08,1.3103e-08,0,63,4.5753,0.0026,0,60,12.0422,0.0104,0,60,15.3968,0.6166,0,60,23.6205,0.1383,0,60,-52.3255,21.2774,0,60,1.5632,0.0025,0,60,6.0740,0.0104,0,60,-1.2049,0.6046,0,60,-0.5945,0.1343,0,60,-78.8669,20.6806,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13692 FRAC_1-29RB.txt,FRAC_1-29RB,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/20 04:32:00,423,46,1.2382e-07,2.92719E-10,CF,19.165,3.106e-02,1,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8008e-08,1.0562e-07,5.2323e-08,5.2565e-08,5.2542e-08,5.2399e-08,0.96,2021/05/20 04:31:14,0.27,6672,8446,3.1060e-02,46.009,20,8,20,20,0.000,-2.9255e-13,-1.3605e-13,-1.4858e-13,-7.0016e-14,6.2209e-14,7.7087e-12,20.00,20.00,71.93,-1.95e02,-1.71e02,71.93,0.00,71.93,71.93,2021/05/20 03:33:03,2021/05/20 04:12:44,80,3.50756e-08,0.000,0,63,3.47774e-08,1.00383e-09,0,60,1.20373e-02,1.22542e-07,0,60,4.2643e-03,5.4303e-08,0,60,4.9907e-05,3.2866e-09,0,60,4.8017e-06,2.3816e-09,0,60,1.1632e-07,4.6834e-09,0,60,1.1969e-02,1.1324e-07,0,63,4.2046e-03,7.3865e-08,0,63,4.8954e-05,3.2402e-09,0,63,4.6699e-06,2.3328e-09,0,63,1.1603e-07,4.5032e-09,0,63,5.6977,0.0026,0,60,14.2110,0.0129,0,60,19.4854,0.0111,0,60,28.2299,0.0718,0,60,0.6675,2.9962,0,60,2.6830,0.0026,0,60,8.2298,0.0129,0,60,-0.4443,0.0168,0,60,-0.3830,0.0715,0,60,-32.5897,2.8954,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13693 IAEA-C1.txt,IAEA-C1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/20 05:53:45,528,47,2.1014e-07,3.979895E-10,CF,30.609,3.106e-02,1,2.9034e-02,14720, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7434e-08,1.0551e-07,8.6836e-08,8.6738e-08,8.7329e-08,8.6409e-08,0.96,2021/05/20 05:53:00,1.06,4692,8446,3.1060e-02,46.011,20,8,20,20,0.000,-2.8833e-13,-1.3414e-13,-1.4659e-13,-6.3851e-14,7.3117e-14,8.3354e-12,22.00,23.00,71.93,-1.95e02,-1.69e02,71.93,0.00,71.93,71.93,2021/05/20 04:55:23,2021/05/20 05:35:07,79,5.41211e-08,0.000,0,63,5.41875e-08,1.80261e-09,0,60,1.20333e-02,1.40362e-07,0,60,4.2532e-03,6.2727e-08,0,60,4.9721e-05,3.1600e-09,0,60,4.7627e-06,1.8132e-09,0,60,9.5601e-08,3.6115e-09,0,60,1.1970e-02,1.3127e-07,0,63,4.2049e-03,5.5334e-08,0,63,4.8930e-05,3.2193e-09,0,63,4.6578e-06,1.7898e-09,0,63,9.5921e-08,3.5567e-09,0,63,5.2589,0.0013,0,60,11.4831,0.0033,0,60,16.1730,0.0139,0,60,22.5103,0.0514,0,60,-2.3170,2.0143,0,60,2.3100,0.0013,0,60,5.5161,0.0033,0,60,-0.5984,0.0122,0,60,-0.5744,0.0497,0,60,-29.9012,1.9580,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13694 FRAC_1-29RC.txt,FRAC_1-29RC,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/20 07:15:53,453,48,1.5335e-07,3.385235E-10,CF,23.010,3.177e-02,1,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6659e-08,1.0604e-07,6.4099e-08,6.4360e-08,6.4335e-08,6.4113e-08,0.96,2021/05/20 07:15:08,0.35,5652,8446,3.1766e-02,46.011,20,8,20,20,0.000,-2.8431e-13,-1.3231e-13,-1.4456e-13,-6.3749e-14,7.1615e-14,8.1995e-12,21.00,21.00,71.93,-1.95e02,-1.74e02,71.93,0.00,71.93,71.93,2021/05/20 06:17:48,2021/05/20 06:56:54,78,4.19498e-08,0.000,0,63,4.16994e-08,1.26585e-09,0,60,1.20310e-02,1.06773e-07,0,60,4.2609e-03,6.0200e-08,0,60,4.9800e-05,3.5507e-09,0,60,4.7585e-06,5.0227e-10,0,60,4.0342e-08,1.6468e-09,0,60,1.1969e-02,9.1522e-08,0,63,4.2045e-03,2.8307e-08,0,63,4.8914e-05,1.4539e-09,0,63,4.6353e-06,3.2113e-10,0,63,4.0901e-08,1.5769e-09,0,63,5.1581,0.0049,0,60,13.4280,0.0132,0,60,18.1136,0.0670,0,60,26.5503,0.1061,0,60,-13.9913,10.0342,0,60,2.1357,0.0047,0,60,7.4518,0.0131,0,60,-0.4778,0.0487,0,60,-0.4734,0.0827,0,60,-44.7644,9.7258,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13695 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/20 08:37:59,428,49,1.4712e-07,3.437476E-10,CF,22.278,3.177e-02,1,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6011e-08,1.0602e-07,6.1652e-08,6.1884e-08,6.1862e-08,6.1654e-08,0.96,2021/05/20 08:37:13,0.34,5734,8450,3.1766e-02,46.011,20,8,20,20,0.000,-2.8472e-13,-1.3258e-13,-1.4489e-13,-6.5244e-14,6.9612e-14,7.9939e-12,21.00,21.00,71.93,-1.95e02,-1.72e02,71.93,0.00,71.93,71.93,2021/05/20 07:39:31,2021/05/20 08:18:53,79,4.04605e-08,0.000,0,63,4.01852e-08,1.21211e-09,0,60,1.20238e-02,8.97337e-08,0,60,4.2547e-03,3.6720e-08,0,60,4.9726e-05,2.5797e-09,0,60,4.7617e-06,1.2568e-09,0,60,7.3902e-08,1.0964e-09,0,60,1.1969e-02,8.7089e-08,0,63,4.2044e-03,3.3339e-08,0,63,4.8933e-05,2.7380e-09,0,63,4.6510e-06,1.2266e-09,0,63,7.4696e-08,1.1481e-09,0,63,4.5662,0.0011,0,60,11.9600,0.0020,0,60,16.2030,0.0129,0,60,23.7924,0.0768,0,60,-8.8181,3.7067,0,60,1.5563,0.0011,0,60,5.9922,0.0020,0,60,-0.3226,0.0126,0,60,-0.2643,0.0741,0,60,-36.4101,3.6033,0,60,
C:\Nu Stable\Results\2021\20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,20210517 clumped Brazil Antoine powders Nova Olinda fracture FMM,Data_13696 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/19 16:05:52,2021/05/20 10:00:08,415,50,1.4285e-07,3.442143E-10,CF,21.698,3.177e-02,1,2.9034e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5349e-08,1.0611e-07,5.9967e-08,6.0253e-08,6.0197e-08,6.0037e-08,0.96,2021/05/20 09:59:22,0.27,5768,8448,3.1766e-02,46.007,20,8,20,20,0.000,-2.8336e-13,-1.3197e-13,-1.4410e-13,-6.4881e-14,7.1114e-14,7.9277e-12,20.00,21.00,71.93,-1.95e02,2.77e01,71.93,0.00,71.93,71.93,2021/05/20 09:01:34,2021/05/20 09:41:07,79,3.95315e-08,0.000,0,63,3.92625e-08,1.17180e-09,0,60,1.20269e-02,1.25118e-07,0,60,4.2528e-03,5.1923e-08,0,60,4.9745e-05,7.9361e-09,0,60,4.8023e-06,6.5025e-09,0,60,1.7406e-07,1.3621e-08,0,60,1.1969e-02,1.1735e-07,0,63,4.2041e-03,4.5220e-08,0,63,4.8975e-05,7.6720e-09,0,63,4.6953e-06,6.2741e-09,0,63,1.7457e-07,1.3176e-08,0,63,4.8653,0.0011,0,60,11.5791,0.0020,0,60,15.7142,0.0107,0,60,22.7918,0.0636,0,60,-6.9964,2.2638,0,60,1.8878,0.0011,0,60,5.6125,0.0019,0,60,-0.7397,0.0104,0,60,-0.4890,0.0620,0,60,-34.2292,2.2033,0,60,
